"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","901 Riverview Drive","Kalamazoo, Michigan","Auto Repair building in great condition located in major retail traffic area being near the intersection of Gull Road and Riverview Drive. Across...","http://x.lnimg.com/photo/thumb_288/294405b1c4c4465f8ff3d45591ba14e9.jpg","901 Riverview Drive","901 Riverview Drive
Kalamazoo, Michigan
Auto Repair building in great condition located in major retail traffic area being near the intersection of Gull Road and Riverview Drive. Across...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$165,000
3,676 SF
N/A
Retail
Street Retail","Active
$165,000
3,676 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","901 Riverview Drive","http://www.loopnet.com/Listing/19882695/901-Riverview-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","301 N. 26th St.","Kalamazoo, Michigan","Former Comstock Junior High School. A highly unique offering best suited for a re-development opportunity such as, senior housing,...","http://x.lnimg.com/photo/thumb_288/6060dc40b95647bc9a5fafe9303c6b30.jpg","301 N. 26th St.","301 N. 26th St.
Kalamazoo, Michigan
Former Comstock Junior High School. A highly unique offering best suited for a re-development opportunity such as, senior housing,...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$129,000
76,301 SF
N/A
Special Purpose
Special Purpose (Other)","Active
$129,000
76,301 SF
N/A
Special Purpose
Special Purpose (Other)","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","301 N. 26th St.","http://www.loopnet.com/Listing/19876777/301-N-26th-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6169 & 6139 W. Main Street","Kalamazoo, Michigan","Great site with 346 feet of frontage on West Main Street. Property falls under the West Main Street Overlay Zone. East side of site is contiguous...","http://x.lnimg.com/photo/thumb_288/10da0380e0314b94ac71192b85fb6cbf.jpg","6169 & 6139 W. Main Street","6169 & 6139 W. Main Street
Kalamazoo, Michigan
Great site with 346 feet of frontage on West Main Street. Property falls under the West Main Street Overlay Zone. East side of site is contiguous...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$1,400,000
4.21 Acres
Land
Commercial/Other (land)","Active
$1,400,000
4.21 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6169 & 6139 W. Main Street","http://www.loopnet.com/Listing/19871710/6169-6139-W-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","2707&2723 E. Michigan Avenue","Kalamazoo, Michigan","Over 9 acres of cement storage yard, 36 camera surveillance system, 100% security fence, plus rented electric fence, 70' truck scale. Clean retail...","http://x.lnimg.com/photo/thumb_288/65635458cf244de19eb2ff71b2097032.jpg","2707&2723 E. Michigan Avenue","2707&2723 E. Michigan Avenue
Kalamazoo, Michigan
Over 9 acres of cement storage yard, 36 camera surveillance system, 100% security fence, plus rented electric fence, 70' truck scale. Clean retail...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$470,000
20,864 SF
N/A
Industrial
Warehouse","Active
$470,000
20,864 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2707&2723 E. Michigan Avenue","http://www.loopnet.com/Listing/19871689/2707-2723-E-Michigan-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","3735 E Main","Kalamazoo, Michigan","Great corner lot for small sales office with one bay garage and large corner lot for retail parking. The site faces E. Main at Huntington Street...","http://x.lnimg.com/photo/thumb_288/4ee9f0af52f147678f2fcef36ddd3b61.jpg","3735 E Main","3735 E Main
Kalamazoo, Michigan
Great corner lot for small sales office with one bay garage and large corner lot for retail parking. The site faces E. Main at Huntington Street...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.85
2,060 SF
2,060 SF
Retail
Street Retail","Active
1
$12.85
2,060 SF
2,060 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3735 E Main","http://www.loopnet.com/Listing/19871124/3735-E-Main-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","5724 East N Avenue","Kalamazoo, Michigan","Approximately 106 acres of level industrial land available in Kalamazoo's Industrial Corridor. Property is located on N Avenue (Kilgore) just off...","http://x.lnimg.com/photo/thumb_288/d0091af20956438ab4f1d1ebbbeee91c.jpg","5724 East N Avenue","5724 East N Avenue
Kalamazoo, Michigan
Approximately 106 acres of level industrial land available in Kalamazoo's Industrial Corridor. Property is located on N Avenue (Kilgore) just off...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$2,033,000
107.00 Acres
Land
Commercial/Other (land)","Active
$2,033,000
107.00 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","5724 East N Avenue","http://www.loopnet.com/Listing/19869849/5724-East-N-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6278 East N Avenue","Kalamazoo, Michigan","Nice 2 bedroom home/1 bath with beautiful backyard, breezeway, two car garage, full basement, and shed (additional shower in basement). All...","http://x.lnimg.com/photo/thumb_288/b02f1e4753ed4f2eb93fc274483e49ac.jpg","6278 East N Avenue","6278 East N Avenue
Kalamazoo, Michigan
Nice 2 bedroom home/1 bath with beautiful backyard, breezeway, two car garage, full basement, and shed (additional shower in basement). All...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$84,900
1,040 SF
N/A
Office
Office Building","Active
$84,900
1,040 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","6278 East N Avenue","http://www.loopnet.com/Listing/19859522/6278-East-N-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","431 E South St","Kalamazoo, Michigan","Wonderful brick building in the heart of Kalamazoo's rapidly growing downtown. Originally built as a Synagogue, the property offers over 5400 sq...","http://x.lnimg.com/photo/thumb_288/b2fcac399e4e4a9b88015a85c2bf0236.jpg","431 E South St","431 E South St
Kalamazoo, Michigan
Wonderful brick building in the heart of Kalamazoo's rapidly growing downtown. Originally built as a Synagogue, the property offers over 5400 sq...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$350,000
2,800 SF
N/A
Industrial
Warehouse","Active
$350,000
2,800 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","431 E South St","http://www.loopnet.com/Listing/19856441/431-E-South-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","5000 N. Riverview Drive","Kalamazoo, Michigan","Versatile building that could be a retail or office use. Was previously a used car lot, but would work great for any small retail or office. ...","http://x.lnimg.com/photo/thumb_288/f723e34b5f7c4e4c8b78c50758b0bc65.jpg","5000 N. Riverview Drive","5000 N. Riverview Drive
Kalamazoo, Michigan
Versatile building that could be a retail or office use. Was previously a used car lot, but would work great for any small retail or office. ...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$79,000
1,104 SF
N/A
Retail
Street Retail","Active
$79,000
1,104 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","5000 N. Riverview Drive","http://www.loopnet.com/Listing/19853149/5000-N-Riverview-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6255 Technology","Kalamazoo, Michigan","12,500 SF of prime climate controlled warehouse space with office area. Near I-94 & US 131. Landlord will consider adding a loading dock, subject...","http://x.lnimg.com/photo/thumb_288/44b9f82495b440e785549365fd9ea4eb.jpg","6255 Technology","6255 Technology
Kalamazoo, Michigan
12,500 SF of prime climate controlled warehouse space with office area. Near I-94 & US 131. Landlord will consider adding a loading dock, subject...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$3.95
12,500 SF
61,630 SF
Industrial
Warehouse","Active
1
$3.95
12,500 SF
61,630 SF
Industrial
Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6255 Technology","http://www.loopnet.com/Listing/19850324/6255-Technology-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","3317 S Burdick Street","Kalamazoo, Michigan","Vacant land located one street over from busy Westnedge. Nearly one acre to develop on with the other 2 under conservation easement. Land is...","http://x.lnimg.com/photo/thumb_288/29dadf24bbfc413fa41c6bcb4f0af783.jpg","3317 S Burdick Street","3317 S Burdick Street
Kalamazoo, Michigan
Vacant land located one street over from busy Westnedge. Nearly one acre to develop on with the other 2 under conservation easement. Land is...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$36,900
3.40 Acres
Land
Industrial (land)","Active
$36,900
3.40 Acres
Land
Industrial (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","3317 S Burdick Street","http://www.loopnet.com/Listing/19850154/3317-S-Burdick-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6475 Technology","Kalamazoo, Michigan","Excellent 9th Street/I-94 office and warehouse suites. The 4,200 SF office suite is a Class A finish with private offices and two open areas...","http://x.lnimg.com/photo/thumb_288/351f8d2c8df04d79a5723f388da96800.jpg","6475 Technology","6475 Technology
Kalamazoo, Michigan
Excellent 9th Street/I-94 office and warehouse suites. The 4,200 SF office suite is a Class A finish with private offices and two open areas...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$5.25
6,400 SF
52,500 SF
Industrial
Warehouse","Active
1
$5.25
6,400 SF
52,500 SF
Industrial
Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6475 Technology","http://www.loopnet.com/Listing/19843895/6475-Technology-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","507 Mills Street","Kalamazoo, Michigan","Light manufacturing/warehouse building with frontage on King Highway, Mills Street and Crosstown Parkway. Three loading dock and one ground level...","http://x.lnimg.com/photo/thumb_288/416ba6a76fb1480db68437a552f5dbbc.jpg","507 Mills Street","507 Mills Street
Kalamazoo, Michigan
Light manufacturing/warehouse building with frontage on King Highway, Mills Street and Crosstown Parkway. Three loading dock and one ground level...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
7
$3.00 - $5.00
1,152 - 27,000 SF
32,679 SF
Industrial
Warehouse","Active
7
$3.00 - $5.00
1,152 - 27,000 SF
32,679 SF
Industrial
Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","507 Mills Street","http://www.loopnet.com/Listing/18625964/507-Mills-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","2318 Gull Road","Kalamazoo, Michigan","Two buildings for sale: Building A is a Class A Medical office consisting of 5,388 SF fully leased with two professional tenants. Building B is...","http://x.lnimg.com/photo/thumb_288/60607a6723354eacb2ab0572de6a6b36.jpg","2318 Gull Road","2318 Gull Road
Kalamazoo, Michigan
Two buildings for sale: Building A is a Class A Medical office consisting of 5,388 SF fully leased with two professional tenants. Building B is...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,300,000
6,923 SF
N/A
Office
Medical Office","Active
$1,300,000
6,923 SF
N/A
Office
Medical Office","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2318 Gull Road","http://www.loopnet.com/Listing/19829119/2318-Gull-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","1017 E. Cork Street","Kalamazoo, Michigan","Retail space that is clean and neat. Private restroom, full clean basement. Full front windows that face Cork Lane Shopping Center. Side exit...","http://x.lnimg.com/photo/thumb_288/8cdc88fd73194e20a02bc1b6f25008b8.jpg","1017 E. Cork Street","1017 E. Cork Street
Kalamazoo, Michigan
Retail space that is clean and neat. Private restroom, full clean basement. Full front windows that face Cork Lane Shopping Center. Side exit...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$11.00
1,360 SF
5,570 SF
Retail
Street Retail","Active
1
$11.00
1,360 SF
5,570 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","1017 E. Cork Street","http://www.loopnet.com/Listing/19809857/1017-E-Cork-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","1530 Ravine Road","Kalamazoo, Michigan","Shovel ready Industrial site ideal for heavy manufacturing. Site is fenced in on Ravine with large gate entrance. Site is relatively flat for a...","http://x.lnimg.com/photo/thumb_288/1250d9cd28ef4b58bbb1a283bfb0e3b1.jpg","1530 Ravine Road","1530 Ravine Road
Kalamazoo, Michigan
Shovel ready Industrial site ideal for heavy manufacturing. Site is fenced in on Ravine with large gate entrance. Site is relatively flat for a...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$145,000
7.34 Acres
Land
Commercial/Other (land)","Active
$145,000
7.34 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","1530 Ravine Road","http://www.loopnet.com/Listing/19799014/1530-Ravine-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","3825-3827 Wynn Road","Kalamazoo, Michigan","1,440 SF Freestanding building comprised of a workshop with office. Two grade level doors. Signage on Sprinkle available. Water, sewer & taxes...","http://x.lnimg.com/photo/thumb_288/6780fcc2c2dc4fd084f519495f13c5ab.jpg","3825-3827 Wynn Road","3825-3827 Wynn Road
Kalamazoo, Michigan
1,440 SF Freestanding building comprised of a workshop with office. Two grade level doors. Signage on Sprinkle available. Water, sewer & taxes...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$9.00
1,440 SF
1,440 SF
Retail
Street Retail","Active
1
$9.00
1,440 SF
1,440 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3825-3827 Wynn Road","http://www.loopnet.com/Listing/19798208/3825-3827-Wynn-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6711 W. Q Ave.","Kalamazoo, Michigan","26 acre Development site located in popular Texas Township. 16 acres are zoned R-2 Residential and 9.72 are zoned CBD (Central Business...","http://x.lnimg.com/photo/thumb_288/b3dd166912114bd4b00a3bad2cd1a98e.jpg","6711 W. Q Ave.","6711 W. Q Ave.
Kalamazoo, Michigan
26 acre Development site located in popular Texas Township. 16 acres are zoned R-2 Residential and 9.72 are zoned CBD (Central Business...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$630,000 - $1,593,000
9.72 - 26.00 Acres
Land
Commercial/Other (land)","Active
$630,000 - $1,593,000
9.72 - 26.00 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6711 W. Q Ave.","http://www.loopnet.com/Listing/19792364/6711-W-Q-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","911 East Cork Street","Kalamazoo, Michigan","This 1,600 SF is perfect for any investor that wants to lease to Hogzilla, the current tenant and a successful operator at this location for more...","http://x.lnimg.com/photo/thumb_288/e72b122c3efc47a58b1aeda047458186.jpg","911 East Cork Street","911 East Cork Street
Kalamazoo, Michigan
This 1,600 SF is perfect for any investor that wants to lease to Hogzilla, the current tenant and a successful operator at this location for more...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$180,000
1,600 SF
N/A
Retail
Free Standing Bldg","Active
$180,000
1,600 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","911 East Cork Street","http://www.loopnet.com/Listing/19773250/911-East-Cork-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","6110 Technology","Kalamazoo, Michigan","2-8.8 acres of Industrial Zoned Land available for sale with all utilities available to the site.","http://x.lnimg.com/photo/thumb_288/58a5077b818c498a85fe771fd02c20eb.jpg","6110 Technology","6110 Technology
Kalamazoo, Michigan
2-8.8 acres of Industrial Zoned Land available for sale with all utilities available to the site.
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$499,000
8.82 Acres
Land
Industrial (land)","Active
$499,000
8.82 Acres
Land
Industrial (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6110 Technology","http://www.loopnet.com/Listing/19773159/6110-Technology-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","710 Howard St","Kalamazoo, Michigan","This beautifully maintained 4272 SF attorneys office located at the busy intersection of Howard Street & Crosstown Parkway is now available for...","http://x.lnimg.com/photo/thumb_288/53b6cfdffedd4315a275bc9a678c4296.jpg","710 Howard St","710 Howard St
Kalamazoo, Michigan
This beautifully maintained 4272 SF attorneys office located at the busy intersection of Howard Street & Crosstown Parkway is now available for...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$399,900
4,272 SF
N/A
Office
Office Building","Active
$399,900
4,272 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","710 Howard St","http://www.loopnet.com/Listing/19770688/710-Howard-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","1620 Bloomfield Avenue","Kalamazoo, Michigan","100% fully leased Retail with fresh leases. Tenant mix includes mattress sales, Consignment shop, Martial Arts training, and Collectibles.","http://x.lnimg.com/photo/thumb_288/19c3892d055240158c41fef1bf37d9fc.jpg","1620 Bloomfield Avenue","1620 Bloomfield Avenue
Kalamazoo, Michigan
100% fully leased Retail with fresh leases. Tenant mix includes mattress sales, Consignment shop, Martial Arts training, and Collectibles.
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$699,000
13,877 SF
N/A
Retail
Strip Center","Active
$699,000
13,877 SF
N/A
Retail
Strip Center","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1620 Bloomfield Avenue","http://www.loopnet.com/Listing/19768298/1620-Bloomfield-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/6/","4250 West Main","Kalamazoo, Michigan","This is a nice retail/office suite located next to Little Caesar's, near West Main and Drake. This is a very high traffic area without many...","http://x.lnimg.com/photo/thumb_288/90350f654cd348e5bedcc17763b30057.jpg","4250 West Main","4250 West Main
Kalamazoo, Michigan
This is a nice retail/office suite located next to Little Caesar's, near West Main and Drake. This is a very high traffic area without many...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$11.37
1,900 SF
1,900 SF
Retail
Strip Center","Active
1
$11.37
1,900 SF
1,900 SF
Retail
Strip Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4250 West Main","http://www.loopnet.com/Listing/19767924/4250-West-Main-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","7108 East N Avenue","Kalamazoo, Michigan","Previously residential, this property is zoned Commercial and offers easy access to both Kalamazoo and Battle Creek. Ready for development.","http://x.lnimg.com/photo/thumb_288/1a9a58b32a594288a073aac787668ce7.jpg","7108 East N Avenue","7108 East N Avenue
Kalamazoo, Michigan
Previously residential, this property is zoned Commercial and offers easy access to both Kalamazoo and Battle Creek. Ready for development.
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$69,900
6.67 Acres
Land
Commercial/Other (land)","Active
$69,900
6.67 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","7108 East N Avenue","http://www.loopnet.com/Listing/19764172/7108-East-N-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","4221 S. 9th St","Kalamazoo, Michigan","Proposed new office and industrial flex space with 440 feet of frontage on 9th Street. Ceilings with eve heights between 24' and 32' allow for...","http://x.lnimg.com/photo/thumb_288/8fd684e2a812440bac9d0c5452ebd8ee.jpg","4221 S. 9th St","4221 S. 9th St
Kalamazoo, Michigan
Proposed new office and industrial flex space with 440 feet of frontage on 9th Street. Ceilings with eve heights between 24' and 32' allow for...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
4
$9.50
6,300 - 9,500 SF
31,500 SF
Industrial
Flex Space","Active
4
$9.50
6,300 - 9,500 SF
31,500 SF
Industrial
Flex Space","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4221 S. 9th St","http://www.loopnet.com/Listing/19745622/4221-S-9th-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","1603 Fulford Street","Kalamazoo, Michigan","Affordable 40,045 SF Industrial/Warehouse building. Building is in need or work after water damage but structurally sound. Plenty of room to...","http://x.lnimg.com/photo/thumb_288/56ad51c11574417c8bbabaccec584326.jpg","1603 Fulford Street","1603 Fulford Street
Kalamazoo, Michigan
Affordable 40,045 SF Industrial/Warehouse building. Building is in need or work after water damage but structurally sound. Plenty of room to...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$69,900
40,035 SF
N/A
Industrial
Warehouse","Active
$69,900
40,035 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1603 Fulford Street","http://www.loopnet.com/Listing/19728943/1603-Fulford-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","4311 South Westnedge","Kalamazoo, Michigan","Capture this once and a lifetime opportunity to acquire and operate one of the most well recognized businesses in SW Michigan. For 35+ years this...","http://x.lnimg.com/photo/thumb_288/1be2e7beae814879bbb22c99be2b9854.jpg","4311 South Westnedge","4311 South Westnedge
Kalamazoo, Michigan
Capture this once and a lifetime opportunity to acquire and operate one of the most well recognized businesses in SW Michigan. For 35+ years this...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,000,000
3,490 SF
N/A
Retail
Restaurant","Active
$1,000,000
3,490 SF
N/A
Retail
Restaurant","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","4311 South Westnedge","http://www.loopnet.com/Listing/19721446/4311-South-Westnedge-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","7833 Adobe (US 131 & D)","Kalamazoo, Michigan","55.88 Acres of Land. Ample highway frontage on US-131. Right off Exit 44 at D Avenue. Comprised of 6 parcels. Adjacent to the Michigan...","http://x.lnimg.com/photo/thumb_288/6c530ada5df54534ba721615ad80b388.jpg","7833 Adobe (US 131 & D)","7833 Adobe (US 131 & D)
Kalamazoo, Michigan
55.88 Acres of Land. Ample highway frontage on US-131. Right off Exit 44 at D Avenue. Comprised of 6 parcels. Adjacent to the Michigan...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$499,000
55.88 Acres
Land
Commercial/Other (land)","Active
$499,000
55.88 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","7833 Adobe (US 131 & D)","http://www.loopnet.com/Listing/19717625/7833-Adobe-US-131-D-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","3003 - 3023 S Burdick St","Kalamazoo, Michigan","71,732 SF Flex space. Mostly used as a warehouse facility. Rail siding available. Tenants include City of Kalamazoo, Nuway Thrift Store, and...","http://x.lnimg.com/photo/thumb_288/1b4769dc73394bda881d3f403d7ccde1.jpg","3003 - 3023 S Burdick St","3003 - 3023 S Burdick St
Kalamazoo, Michigan
71,732 SF Flex space. Mostly used as a warehouse facility. Rail siding available. Tenants include City of Kalamazoo, Nuway Thrift Store, and...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$2.75
2 - 7,440 SF
71,732 SF
Industrial
Flex Space","Active
2
$2.75
2 - 7,440 SF
71,732 SF
Industrial
Flex Space","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3003 - 3023 S Burdick St","http://www.loopnet.com/Listing/19717405/3003-3023-S-Burdick-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","4755 Campus Dr","Kalamazoo, Michigan","Fantastic opportunity to own the last available site in the highly successful Business Technology and Research Park. ""The Business Technology...","http://x.lnimg.com/photo/thumb_288/0151b9ef06154084ae4e96645dcf6d77.jpg","4755 Campus Dr","4755 Campus Dr
Kalamazoo, Michigan
Fantastic opportunity to own the last available site in the highly successful Business Technology and Research Park. ""The Business Technology...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$249,900
4.28 Acres
Land
Commercial/Other (land)","Active
$249,900
4.28 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","4755 Campus Dr","http://www.loopnet.com/Listing/19673262/4755-Campus-Dr-Kalamazoo-MI/"
